models,delta,spacing,nds,c_1.2.2.0.2.0,c_1.2.2.0.2.1,c_1.2.2.0.2.2,c_1.2.2.0.2.3,score
1.2.2.0.2.0,0.21874912364268725,0.3331282943205458,9,0.0,0.0,0.5,0.4444444444444444,2
1.2.2.0.2.1,5.150634697224733e-06,0.0020479835696448766,8,0.8888888888888888,0.0,1.0,0.6666666666666666,3
1.2.2.0.2.2,1.1428566597535992,1.752063942778917,8,0.2222222222222222,0.0,0.0,0.3333333333333333,0
1.2.2.0.2.3,2.0937488079961137,1.3019117146416892,9,0.2222222222222222,0.0,0.5,0.0,1
