models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.861427172509605,0.023143558022489154,9,0.17517223718791475,0.0,0.0,0.0,0.0,0.0,0
B,0.919266393035915,0.04699600402690056,10,0.20115462638821974,1.0,0.0,0.3333333333333333,0.2,0.0,1
C,0.8465714619305374,0.014434370611745786,12,0.19112078740455324,1.0,0.5,0.0,0.2,0.0,2
D,0.7958319711985128,0.01747805042619863,15,0.2589519837255503,1.0,0.6,0.5,0.0,0.0,3
E,0.7937485878457587,0.08849988201058402,35,0.8190336603293467,1.0,1.0,1.0,1.0,0.0,4
