models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.043679826750880245,0.7494633308024279,0.021464237603735982,10,0.8510779669980509,37.06868028640747,0.0,0.25,0.3333333333333333,0.0,0.1111111111111111,0.05,0
Prufer,0.03798483893894023,0.7988881156495797,0.025156098528802406,8,0.673752009877604,26.644344091415405,0.4,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,1
NetKeys,0.039677972094513445,0.767922305133765,0.01551858230529161,9,0.7669929562899179,33.897995948791504,0.5,0.375,0.0,0.0,0.1111111111111111,0.0,2
Prim,0.04756466474096855,0.8517806055614523,0.0003905065070429498,6,0.6317309059345008,20.257349252700806,0.5,0.75,0.6666666666666666,0.0,0.3333333333333333,0.05,3
Kruskal,0.03757170323396665,0.7703106785522121,0.0005805008521546101,9,0.7239989749899232,30.342846632003784,0.6,0.625,0.6666666666666666,0.3333333333333333,0.0,0.05,3
GPrim,0.00025982757801175913,0.5369402597867502,0.04912670003715257,20,0.8835795641147285,26.788288116455078,0.9,0.875,1.0,0.5,0.5555555555555556,0.0,5
