models,delta,spacing,nds,c_1.0.2.0.4.0,c_1.0.2.0.4.1,c_1.0.2.0.4.2,c_1.0.2.0.4.3,c_1.0.2.0.4.4,c_1.0.2.0.4.5,c_1.0.2.0.4.6,c_1.0.2.0.4.7
1.0.2.0.4.0,1.4376868953921731e-07,0.0003559282092465209,12,0.0,0.35714285714285715,0.3076923076923077,0.7,0.6363636363636364,0.4444444444444444,0.5,0.38461538461538464
1.0.2.0.4.1,1.0532568011090149e-06,0.0010149808414184733,14,0.5833333333333334,0.0,0.23076923076923078,0.7,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.3076923076923077
1.0.2.0.4.2,0.1527777732610842,0.0001648874327334508,13,0.5833333333333334,0.5714285714285714,0.0,0.9,0.7272727272727273,0.4444444444444444,0.8333333333333334,0.46153846153846156
1.0.2.0.4.3,1.3969755261220325e-07,0.00036172628005743654,10,0.3333333333333333,0.2857142857142857,0.15384615384615385,0.0,0.45454545454545453,0.2222222222222222,0.5,0.23076923076923078
1.0.2.0.4.4,5.56626181369424e-08,0.00023198313415820134,11,0.3333333333333333,0.35714285714285715,0.15384615384615385,0.6,0.0,0.2222222222222222,0.3333333333333333,0.3076923076923077
1.0.2.0.4.5,0.21874995584990492,0.0004970742846789018,9,0.5833333333333334,0.42857142857142855,0.3076923076923077,0.6,0.6363636363636364,0.0,0.5,0.3076923076923077
1.0.2.0.4.6,0.5289256047874473,0.38919533541702855,12,0.3333333333333333,0.21428571428571427,0.07692307692307693,0.3,0.36363636363636365,0.1111111111111111,0.0,0.07692307692307693
1.0.2.0.4.7,2.933294475833866e-08,0.0001598053249133036,13,0.5,0.42857142857142855,0.46153846153846156,0.7,0.6363636363636364,0.4444444444444444,0.9166666666666666,0.0
