models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7,score
1.0.4.0.4.0,0.2777777703928468,0.2773188908872362,13,0.0,0.2,0.0,0.08333333333333333,0.25,0.0,0.09090909090909091,0.0,0
1.0.4.0.4.1,0.4444444483577416,0.31633364042679585,10,0.46153846153846156,0.0,0.2727272727272727,0.25,0.3333333333333333,0.0,0.09090909090909091,0.08333333333333333,1
1.0.4.0.4.2,0.17999999910661688,0.3014939345164607,11,0.7692307692307693,0.6,0.0,0.3333333333333333,0.25,0.0,0.2727272727272727,0.16666666666666666,2
1.0.4.0.4.3,0.297520658949918,6.381395587269029e-05,12,0.8461538461538461,0.7,0.6363636363636364,0.0,0.5,0.1111111111111111,0.36363636363636365,0.4166666666666667,5
1.0.4.0.4.4,0.3966941991001956,0.00029473728171041606,12,0.6923076923076923,0.6,0.45454545454545453,0.3333333333333333,0.0,0.0,0.2727272727272727,0.3333333333333333,3
1.0.4.0.4.5,0.6250000007786385,0.3333616909761489,9,0.9230769230769231,0.8,0.9090909090909091,0.75,0.8333333333333334,0.0,0.45454545454545453,0.4166666666666667,7
1.0.4.0.4.6,0.31999999626432174,0.30148964485864294,11,0.8461538461538461,0.7,0.5454545454545454,0.3333333333333333,0.5,0.2222222222222222,0.0,0.3333333333333333,4
1.0.4.0.4.7,0.4958677541487381,0.38918586609298256,12,0.8461538461538461,0.7,0.7272727272727273,0.5,0.6666666666666666,0.2222222222222222,0.45454545454545453,0.0,6
