models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,1.0,inf,1,0.0,39.887954235076904,0.0,0.3333333333333333,0.5,0.0,0.0,2
B,0.9677565102898944,0.0017490359527935408,3,0.027787181299104166,58.931483030319214,0.0,0.0,1.0,0.0,0.0,1
C,0.9521856293520317,0.0,2,0.03861039594594287,44.96090245246887,0.0,0.0,0.0,0.0,0.0,0
D,0.9100852792998192,0.07385469559790518,5,0.17704367520326697,50.272526264190674,1.0,0.6666666666666666,1.0,0.0,0.0,3
E,0.8463355804146904,0.19940866859443576,4,0.37387523784881393,79.53919243812561,1.0,1.0,1.0,1.0,0.0,4
