models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9562289576001834,0.7558866112522102,7,0.11977972648220882,0.0,0.0,0.0,0.0,0.0,0
B,0.888888898887429,1.1260162934370368,8,0.22770517376022448,1.0,0.0,0.0,0.21052631578947367,0.0,1
C,0.901234575144454,0.48306587294727676,10,0.17468772407206054,1.0,0.75,0.0,0.3157894736842105,0.0,3
D,0.8305275148001101,0.41878454703540235,19,0.39661435643722004,1.0,0.375,0.1,0.0,0.0,2
E,0.47878744502198645,0.35746332430340827,61,1.7012314670285213,1.0,1.0,1.0,1.0,0.0,4
