models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9622354198965437,0.00911725850983145,9.7,0.6024833146801901,235.78756511211395,0.0,0.26871609067261243,0.0,0.00588235294117647,0.23373737373737374,0.0,1.1
NetKeys,0.947688688463763,0.007529135112621879,17.5,0.7086155210737408,1151.2530739068984,0.22463675213675213,0.0,0.03333333333333333,0.06868131868131869,0.12262626262626261,0.0,0.6
Prim,0.9747567218452092,0.0058355923433722106,9.8,0.6090628523900397,194.95307490825653,0.951388888888889,0.3760107766629506,0.0,0.14308473389355741,0.3132323232323232,0.0,3.4
Kruskal,0.9548892760545588,0.008735523953719999,16.3,0.763862810205035,338.0289265632629,0.7634371184371185,0.9423076923076923,0.20500721500721494,0.0,0.5328282828282828,0.0,3.4
HMOEA,0.7994138407828848,0.01469895836167356,10.4,0.929848927100734,3921.2547718286514,0.2227136752136752,0.7226848755109625,0.01333333333333333,0.07850463262227965,0.0,0.0,1.5
GPrim,0.7619148433714291,0.00244049765722843,98.6,0.7797161333865924,249.02925643920898,1.0,1.0,1.0,0.9264705882352942,0.6605050505050506,0.0,5.0
