models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0_0.05,c_1.6.1.0.4.1_0.1,c_1.6.1.0.4.2_0.15,c_1.6.1.0.4.3_0.2,c_1.6.1.0.4.4_0.3,c_1.6.1.0.4.5_0.4,c_1.6.1.0.4.6_0.5,score
1.6.1.0.4.0_0.05,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.1_0.1,0.9401709422289254,0.9999633484717128,4,0.06659034384678784,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0
1.6.1.0.4.2_0.15,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.3_0.2,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.4_0.3,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.5_0.4,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.6_0.5,0.9230769504918795,3.0913483316984416e-05,4,0.03165062907284082,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
