models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.701783462579735,0.757894741773255,0.40821732448212966,6,0.015569159467722228,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.8455767341465561,0.5263158517491813,0.0001845040593885205,10,0.02635277816423655,1.0,0.0,0.0,0.13333333333333333,0.05,0.0,1
C,0.2828427592487806,0.3603239262082241,6.962795061004275e-05,14,0.028976623024472944,1.0,0.6,0.0,0.3333333333333333,0.0,0.0,3
D,0.27838823592832324,0.2631579894407312,0.00025517816148902186,15,0.03935841356315636,1.0,0.5,0.21428571428571427,0.0,0.05,0.0,2
E,4.3592671673728726e-05,6.521634227181929e-06,0.0004560154550350172,20,0.06286743654278971,1.0,0.9,0.5,0.5333333333333333,0.0,0.0,4
F,4.296343025434358e-05,6.557132392350441e-06,0.00045923383581922066,20,0.06291722698728443,1.0,1.0,0.5,0.6,0.35,0.0,5
