models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.6082762680070468,0.7192982579311455,0.4879469895471136,7,0.015880389150022205,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.4898979551932838,0.421052689083432,0.00024617537163044436,12,0.03083157941610197,1.0,0.0,0.5,0.4,0.05,0.0,2
C,0.6204836905708817,0.5263158238825952,0.00013322921912546382,10,0.022263498828121515,1.0,0.4166666666666667,0.0,0.2,0.0,0.0,1
D,0.6041523067529027,0.5672514992195135,0.3162064152292974,10,0.0238370208217342,1.0,0.5,0.7,0.0,0.1,0.0,3
E,6.639721760592577e-05,6.428833923197465e-06,0.00045927529085515933,20,0.06291608922290984,1.0,0.8333333333333334,0.7,0.7,0.0,0.05,4
F,6.623631741491947e-05,6.452228348831032e-06,0.0004591002685069725,20,0.06293115757796167,1.0,1.0,0.8,0.8,0.4,0.0,5
