models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0_0.05,c_1.6.4.0.4.1_0.1,c_1.6.4.0.4.2_0.15,c_1.6.4.0.4.3_0.2,c_1.6.4.0.4.4_0.3,c_1.6.4.0.4.5_0.4,c_1.6.4.0.4.6_0.5,c_1.6.4.0.4.7_0.6,score
1.6.4.0.4.0_0.05,0.948717959373514,0.0,2,0.025068522932395615,0.0,0.6,0.6666666666666666,0.2,0.0,0.3333333333333333,0.0,0.5,3
1.6.4.0.4.1_0.1,0.8974358621583428,0.446939671757864,5,0.0809074415609915,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.25,0
1.6.4.0.4.2_0.15,0.9487179631822654,1.1550292078132272,3,0.04090136535077369,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,2
1.6.4.0.4.3_0.2,0.8974358533859088,0.4468293262991248,5,0.07783196103358231,0.5,0.6,1.0,0.0,0.4,0.6666666666666666,0.0,0.5,5
1.6.4.0.4.4_0.3,0.910256424779153,0.44711052196122747,5,0.059641177340634975,0.5,0.8,1.0,0.8,0.0,0.6666666666666666,0.0,1.0,6
1.6.4.0.4.5_0.4,0.9487179618601359,0.00036570883994122293,3,0.02901043323431725,0.5,0.6,0.3333333333333333,0.4,0.2,0.0,0.0,0.5,3
1.6.4.0.4.6_0.5,0.8717949267432458,0.00045932567677654275,6,0.06858101350967313,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7
1.6.4.0.4.7_0.6,0.9230769459176217,0.0007922928289549192,4,0.0724931382815373,0.0,0.4,0.3333333333333333,0.2,0.0,0.3333333333333333,0.0,0.0,1
