models,delta,spacing,nds,c_0.2.1.0.0.0,c_0.2.1.0.0.1,c_0.2.1.0.0.2,c_0.2.1.0.0.3,c_0.2.1.0.0.4,c_0.2.1.0.0.5,score
0.2.1.0.0.0,0.2448979647779315,0.35368176961845593,8,0.0,0.3333333333333333,0.0,0.14285714285714285,0.5714285714285714,0.16666666666666666,1
0.2.1.0.0.1,0.3200000010273317,7.691225525893551e-05,6,0.375,0.0,0.4,0.42857142857142855,0.8571428571428571,0.6666666666666666,3
0.2.1.0.0.2,0.37499999871333295,0.00011592124123966882,5,0.625,0.5,0.0,0.2857142857142857,0.8571428571428571,0.8333333333333334,5
0.2.1.0.0.3,0.8888888589805171,1.1338068963267245,7,0.875,0.5,0.2,0.0,1.0,0.5,4
0.2.1.0.0.4,1.3853211315121664e-07,0.00036778893952738105,7,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0
0.2.1.0.0.5,1.9325884181853325e-08,8.737701301317689e-06,6,0.625,0.5,0.0,0.14285714285714285,0.7142857142857143,0.0,2
