models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5622785249459239,0.023993064689441016,18.6,0.1393319905867256,0.0,0.473970473970474,0.34982701852670894,0.2917627401837929,1.1
"1.6.9.0.4.1_(0.8, 0.2)",0.760883207288759,0.03343738282252327,10.9,0.051221622512131026,0.2754093567251462,0.0,0.2051332989336085,0.18377610693400165,0.6
"1.6.9.0.4.2_(0.8, 0.1)",0.5661241090041027,0.02563857120569462,18.6,0.16224947819412425,0.5429824561403509,0.484965034965035,0.0,0.46968671679197993,2.1
"1.6.9.0.4.3_(0.7, 0.2)",0.5293740286352462,0.023139162136817805,19.8,0.1931675436038535,0.591812865497076,0.5396037296037295,0.43666089242714623,0.0,2.2
