models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0_0.05,c_1.6.1.0.4.1_0.1,c_1.6.1.0.4.2_0.15,c_1.6.1.0.4.3_0.2,c_1.6.1.0.4.4_0.3,c_1.6.1.0.4.5_0.4,c_1.6.1.0.4.6_0.5,c_1.6.1.0.4.7_0.6,score
1.6.1.0.4.0_0.05,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.1_0.1,0.8121469414559288,0.2848520412837726,9.1,0.048990361773712056,0.49886391386391393,0.0,0.49886391386391393,0.49886391386391393,0.49886391386391393,0.49886391386391393,0.49886391386391393,0.49886391386391393,3.5
1.6.1.0.4.2_0.15,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.3_0.2,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.4_0.3,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.5_0.4,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.6_0.5,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.6.1.0.4.7_0.6,0.7799003019677783,0.06118830713040206,9.9,0.04902068973106655,0.0,0.3043686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.5
