models,delta,spacing,nds,c_0.2.1.0.1.0,c_0.2.1.0.1.1,c_0.2.1.0.1.2,c_0.2.1.0.1.3,c_0.2.1.0.1.4,c_0.2.1.0.1.5,score
0.2.1.0.1.0,0.24489795568830713,0.3535842471860883,8,0.0,0.14285714285714285,0.0,0.0,0.3,0.16666666666666666,1
0.2.1.0.1.1,0.2777777461858933,0.00019845034376219297,7,0.5,0.0,0.42857142857142855,0.5,0.6,0.3333333333333333,5
0.2.1.0.1.2,0.27777776693072825,0.37796464957887893,7,0.625,0.2857142857142857,0.0,0.625,0.7,0.16666666666666666,3
0.2.1.0.1.3,0.24489795568830713,0.3535842471860883,8,0.0,0.14285714285714285,0.0,0.0,0.3,0.16666666666666666,1
0.2.1.0.1.4,4.2093199691272e-08,0.00010060109156839812,10,0.25,0.42857142857142855,0.14285714285714285,0.25,0.0,0.16666666666666666,0
0.2.1.0.1.5,0.7199999939156159,0.8366539635428615,6,0.625,0.2857142857142857,0.2857142857142857,0.625,0.7,0.0,4
