models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1,score
1.0.5.0.0.1,0.10493826062877039,0.000390287322727851,19,0.0,0.6,0.6666666666666666,0.5294117647058824,0.6923076923076923,0.6153846153846154,5
1.0.5.0.1.1,0.4489795773673611,0.5605627097347685,15,0.42105263157894735,0.0,0.6666666666666666,0.47058823529411764,0.6923076923076923,0.8461538461538461,4
1.0.5.0.2.1,1.286806018865066e-07,0.00035319327523414387,18,0.21052631578947367,0.2,0.0,0.35294117647058826,0.46153846153846156,0.6153846153846154,2
1.0.5.0.3.1,0.3046874675335698,0.0003612275211323241,17,0.3684210526315789,0.3333333333333333,0.5555555555555556,0.0,0.6153846153846154,0.6923076923076923,3
1.0.5.0.4.1,0.37500000066109346,0.37554967199666595,13,0.15789473684210525,0.06666666666666667,0.1111111111111111,0.058823529411764705,0.0,0.6923076923076923,1
1.0.5.0.5.1,0.15277779358004068,0.27752109681889076,13,0.10526315789473684,0.0,0.1111111111111111,0.11764705882352941,0.23076923076923078,0.0,0
