models,delta,spacing,onvg,hypervolume,c_1.6.2.0.4.0,c_1.6.2.0.4.1,c_1.6.2.0.4.2,c_1.6.2.0.4.3,c_1.6.2.0.4.4,c_1.6.2.0.4.5,c_1.6.2.0.4.6,c_1.6.2.0.4.7,score
1.6.2.0.4.0,0.8205129479526382,0.0010748392939583231,8,0.13250925790187557,0.0,0.16666666666666666,0.0,0.0,0.25,0.2857142857142857,0.0,0.0,0
1.6.2.0.4.1,0.8717949166312827,0.00019397816442823972,6,0.06443829531470713,0.625,0.0,0.4,0.0,0.5,0.14285714285714285,0.14285714285714285,0.16666666666666666,2
1.6.2.0.4.2,0.8974359397170409,0.0005176801804531162,5,0.05422587490979552,0.625,0.5,0.0,0.4,0.75,0.2857142857142857,0.14285714285714285,0.5,4
1.6.2.0.4.3,0.8974359317762127,0.00016323948028642202,5,0.05913239299065616,0.625,0.6666666666666666,0.4,0.0,0.75,0.14285714285714285,0.14285714285714285,0.5,4
1.6.2.0.4.4,0.940170910817483,1.0002690320175656,4,0.07944615141272686,0.5,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,2
1.6.2.0.4.5,0.8461539044929005,0.00014224252977671037,7,0.06326350467014646,0.625,0.8333333333333334,0.6,0.6,0.5,0.0,0.2857142857142857,0.16666666666666666,5
1.6.2.0.4.6,0.8461539193891737,0.0002732990031418888,7,0.07814313860244786,0.625,0.5,0.8,0.8,1.0,0.42857142857142855,0.0,1.0,7
1.6.2.0.4.7,0.8871794258666367,0.40809472465935454,6,0.11001940715596542,0.5,0.5,0.2,0.4,0.25,0.42857142857142855,0.0,0.0,3
