models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.899230766110349,1.0726820540398203,4.7,0.03265455393574692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.8189133211449862,0.2189609393881887,8.8,0.042618544267714865,1.0,0.0,0.419017094017094,0.16306748806748808,0.004545454545454545,0.0,1.9
C,0.810178722662482,0.1810232228961684,9.0,0.04013987311800387,1.0,0.3787698412698413,0.0,0.1851620601620602,0.0,0.0,1.4
D,0.7487197683337261,0.20221065493300333,11.7,0.06900966854657081,1.0,0.5905952380952381,0.46623931623931625,0.0,0.03296878560036455,0.008893280632411068,2.6
E,0.4840893677974093,0.0003662874186318564,21.3,0.14161713178240545,1.0,0.99,1.0,0.9221056721056723,0.0,0.32298136645962733,4.3
F,0.4564108267954829,0.0006811648938332363,22.2,0.18547789981112073,1.0,1.0,1.0,0.9623015873015873,0.537323991797676,0.0,4.7
