models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.965024634660411,0.004548676433945405,13,0.07907099007846577,249.0532169342041,0.0,0.5,0.0,0.0,0.0,1
B,0.9476917303408042,0.009219751471687946,14,0.15387640412585465,1240.1127004623413,0.0,0.0,0.0,0.0,0.0,0
C,0.9688571034203144,0.017924244402194044,8,0.06907190893534723,199.03595113754272,1.0,0.5714285714285714,0.0,0.0,0.0,2
D,1.0039491732433181,0.022550834258296446,7,0.04332924773821484,403.6879439353943,0.6153846153846154,0.8571428571428571,0.375,0.0,0.0,3
E,0.7416377265936528,0.002522326667386055,98,0.4083558845086922,254.7200951576233,1.0,1.0,1.0,1.0,0.0,4
