models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04237348226638899,0.7714030060302127,0.018153299403141532,9,0.6964815223621084,17.292683362960815,0.0,0.3333333333333333,0.0,0.125,0.0,0
NetKeys,0.047878541615288095,0.7698974228004436,0.0015249709255411269,9,0.6988481182649766,20.588449001312256,0.5555555555555556,0.0,0.125,0.125,0.0,1
Prim,0.046221515649565725,0.782159057275638,0.020001950693161852,8,0.7013845353215236,16.074873208999634,1.0,0.7777777777777778,0.0,0.5,0.15,3
Kruskal,0.04977069909719083,0.7944234547184357,0.012444306979055589,8,0.659276798199964,18.437852144241333,0.7777777777777778,0.7777777777777778,0.125,0.0,0.0,2
GPrim,0.0004429757180081674,0.6014452478178209,0.0932191881543696,20,0.8248223254025109,22.42027449607849,1.0,1.0,0.625,0.875,0.0,4
