Instance,1.6.4.0.0.1_0.5-mean,1.6.4.0.0.1_0.5-std,1.6.4.0.1.1_0.6-mean,1.6.4.0.1.1_0.6-std,1.6.4.0.2.1_0.7-mean,1.6.4.0.2.1_0.7-std,1.6.4.0.3.1_0.8-mean,1.6.4.0.3.1_0.8-std,1.6.4.0.4.1_0.9-mean,1.6.4.0.4.1_0.9-std,1.6.4.0.5.1_1.0-mean,1.6.4.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.0537,6.9e-03,0.0464,9.9e-03,0.0519,6.3e-03,0.0517,8.4e-03,0.0479,7.7e-03,\textbf{0.0582},0.012
small_ga-dem4_r25_1_40,0.0692,0.021,0.0773,0.023,0.0798,0.021,0.065,0.016,0.0726,0.014,\textbf{0.083},0.026
small_no-dem2_r25_1_40,0.0538,0.017,0.0428,0.015,\textbf{0.0717},0.024,0.0531,0.023,0.0612,0.019,0.063,0.028
small_no-dem3_r25_1_0,0.0383,0.011,0.0375,9.9e-03,0.0401,0.011,\textbf{0.0436},9.8e-03,0.0361,8.2e-03,0.0395,7.6e-03
small_uu-dem4_r25_1_0,\textbf{0.0369},0.017,0.028,6.0e-03,0.0281,7.8e-03,0.0315,7.4e-03,0.0311,9.0e-03,0.0316,0.011
