Instance,1.6.4.0.0.1_0.5-mean,1.6.4.0.0.1_0.5-std,1.6.4.0.1.1_0.6-mean,1.6.4.0.1.1_0.6-std,1.6.4.0.2.1_0.7-mean,1.6.4.0.2.1_0.7-std,1.6.4.0.3.1_0.8-mean,1.6.4.0.3.1_0.8-std,1.6.4.0.4.1_0.9-mean,1.6.4.0.4.1_0.9-std,1.6.4.0.5.1_1.0-mean,1.6.4.0.5.1_1.0-std
small_ga-dem1_r25_1_0,10.2,1.7,9.7,1.8,10.1,0.7,10.5,2.1,10.4,1.3,\textbf{11.2},2.9
small_ga-dem4_r25_1_40,5.4,1.1,5.8,0.75,\textbf{7},1.7,5.8,1.5,6.5,1.3,6.8,1.1
small_no-dem2_r25_1_40,3.1,1.1,3.3,1,\textbf{4.8},0.87,3.9,1.5,4.5,0.67,4.6,1.7
small_no-dem3_r25_1_0,8.1,1.5,7.8,1.7,7.9,1.8,\textbf{8.5},1.9,7.3,0.64,8,1.3
small_uu-dem4_r25_1_0,\textbf{7.3},1.9,6.3,0.78,6.3,1.7,6.7,1.1,6.4,1,7,1.4
