Instance,HMOEA-mean,HMOEA-std,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn1,9.9,$\pm$0.83,7.9,$\pm$1.4,8.3,$\pm$1.3,9.9,$\pm$2.3,8.9,$\pm$0.94,\textbf{20},$\pm$0
NIn2,9.4,$\pm$1.3,8,$\pm$1.1,8.6,$\pm$1.3,9.6,$\pm$1.7,9.4,$\pm$1.6,\textbf{20},$\pm$0
NIn3,10.3,$\pm$0.9,8,$\pm$1.2,10.4,$\pm$1.6,9.3,$\pm$1.6,9.3,$\pm$0.9,\textbf{20},$\pm$0
NIn4,10.3,$\pm$1.1,8.4,$\pm$1.4,8.7,$\pm$1.3,9.1,$\pm$1.7,8.3,$\pm$1.1,\textbf{20},$\pm$0
NIn5,10.3,$\pm$1,8.2,$\pm$1.4,8.7,$\pm$0.78,9.7,$\pm$1.6,8.6,$\pm$1.6,\textbf{20},$\pm$0
NIn6,10.7,$\pm$0.78,7.5,$\pm$1,8.7,$\pm$1.5,10,$\pm$2.4,9.7,$\pm$1.9,\textbf{20},$\pm$0
