Instance,HMOEA-mean,Prufer-mean,NetKeys-mean,Prim-mean,Kruskal-mean,GPrim-mean
NIn1,35.1084281206131,19.05598964691162,24.971139001846314,17.24975519180298,21.804288935661315,23.89123430252075
NIn2,39.22485542297363,19.297196459770202,26.577578997612,17.202919125556946,21.835713624954224,24.00973982810974
NIn3,39.55783042907715,27.29008674621582,34.261527848243716,19.83924162387848,29.76249659061432,26.06533317565918
NIn4,39.577864265441896,28.36254894733429,34.52683720588684,19.832601714134217,30.03175220489502,25.953068876266478
NIn5,39.64811518192291,27.859817361831666,34.477454328536986,19.82526390552521,30.467057013511656,26.23597445487976
NIn6,37.093309545516966,28.04021544456482,34.269239282608034,19.90030941963196,30.520797610282898,25.838144898414612
