Instance,HMOEA-mean,HMOEA-std,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn1,9.9,0.8306623862918076,7.9,1.374772708486752,8.3,1.2688577540449522,9.9,2.2561028345356955,8.9,0.9433981132056604,20.0,0.0
NIn2,9.4,1.2806248474865698,8.0,1.0954451150103321,8.6,1.2806248474865698,9.6,1.7435595774162693,9.4,1.624807680927192,20.0,0.0
NIn3,10.3,0.9,8.0,1.1832159566199232,10.4,1.5620499351813308,9.3,1.6155494421403513,9.3,0.9,20.0,0.0
NIn4,10.3,1.1,8.4,1.42828568570857,8.7,1.2688577540449522,9.1,1.7,8.3,1.1,20.0,0.0
NIn5,10.3,1.004987562112089,8.2,1.4000000000000001,8.7,0.7810249675906655,9.7,1.5524174696260022,8.6,1.624807680927192,20.0,0.0
NIn6,10.7,0.7810249675906655,7.5,1.02469507659596,8.7,1.4866068747318506,10.0,2.449489742783178,9.7,1.9000000000000001,20.0,0.0
