models,delta,spacing,onvg,hypervolume,c_guided prim3,c_guided prim2,c_kruskal,c_netkeys,c_prim,c_prufer,score
guided prim3,0.981156123590497,5.398227206918608,13,1720.3859532081417,0.0,0.5384615384615384,1.0,1.0,1.0,1.0,5
guided prim2,0.984475288803609,5.367645881338856,13,1729.7885836946411,0.38461538461538464,0.0,1.0,1.0,1.0,1.0,4
kruskal,0.9502172991077865,2.3075202894146774,5,210.35531591443555,0.0,0.0,0.0,0.5,0.0,1.0,2
netkeys,0.941097579722476,1.5031616745732683,8,135.53121593701195,0.0,0.0,0.0,0.0,0.0,1.0,1
prim,0.9796516129612436,0.9503826077832872,3,39.12424122711707,0.0,0.0,0.2,1.0,0.0,1.0,3
prufer,0.9421708334066919,2.880071993475793,4,103.26807306835678,0.0,0.0,0.0,0.0,0.0,0.0,0
