models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9636372350105831,1.5057537448465002,6.5,0.33738269635389323,119.59506158828735,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9586178516798436,1.540597152989347,17.0,1.3174509259778895,1149.0536459684372,0.8388888888888889,0.0,0.0,0.0,0.0,1.0
C,0.9570782252442221,1.2535503195670896,9.9,0.48698459418399664,190.25107321739196,1.0,0.4423532092262742,0.0,0.16937246963562752,0.0,2.6
D,0.9241906704723082,0.978965259456487,16.9,1.026543832669177,408.9514714717865,0.9875,0.9891176470588234,0.11424963924963924,0.0,0.0,2.3
E,0.5606429469242007,0.4967894812408205,98.1,3.1191884558268215,256.98423018455503,1.0,1.0,1.0,0.917159090909091,0.0,4.0
