models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9589988184024071,0.002869263948789829,8,0.049427375306631494,627.776288986206,0.0,0.0,0.0,0.0,0.0,0
B,0.9583109428584078,0.004491578870828324,14,0.06854686719424588,1475.2133212089539,0.375,0.0,0.0,0.0,0.0,1
C,0.987819455440138,0.012747378868975192,6,0.036524451090542004,302.92688822746277,1.0,0.21428571428571427,0.0,0.0,0.0,2
D,0.9941559512149357,0.002924309817265916,3,0.00727760230774091,458.7856888771057,0.875,1.0,0.6666666666666666,0.0,0.0,3
E,0.9297640732459457,0.002085727298240754,28,0.1088601960105267,511.3248670101166,1.0,1.0,1.0,1.0,0.0,4
