models,delta,spacing,nds,c_1.0.1.0.0.1,c_1.0.1.0.1.1,c_1.0.1.0.2.1,c_1.0.1.0.3.1,c_1.0.1.0.4.1,c_1.0.1.0.5.1,score
1.0.1.0.0.1,1.997691930544221e-06,0.002224683581344338,3,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,5
1.0.1.0.1.1,1.0000011854580282,1.1568607588914732,3,0.3333333333333333,0.0,0.6666666666666666,0.25,1.0,1.0,3
1.0.1.0.2.1,0.5000017921358789,0.5794116365260172,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,2
1.0.1.0.3.1,6.669928435491338e-07,0.0001478805777617797,4,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,4
1.0.1.0.4.1,2.3100706267135487e-06,0.0014758948308708133,4,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0.1.0.5.1,0.2777776795745156,0.37784063533766143,7,0.0,0.0,0.0,0.0,0.0,0.0,0
