models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8602325371755697,0.8157894799587785,9.975055221531397e-05,5,0.010595369651758089,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.46097724098142534,0.4736842500551863,1.7951274469947328e-06,11,0.020239186657011344,1.0,0.0,0.23076923076923078,0.1,0.0,0.05,1
C,0.3316624968180873,0.36842110293144753,8.402550499561982e-05,13,0.026297402128770877,1.0,0.7272727272727273,0.0,0.3,0.0,0.0,2
D,0.6204836916635122,0.5263158267108519,9.259130464099535e-05,10,0.020900589879773532,1.0,0.9090909090909091,0.46153846153846156,0.0,0.05,0.0,3
E,6.633249580710802e-05,6.458567605273246e-06,0.00045841450819714336,20,0.06288567682484528,1.0,1.0,0.6153846153846154,0.7,0.0,0.05,4
F,6.620181528108556e-05,6.458576949847878e-06,0.0004587076570415723,20,0.0629034858292607,1.0,0.9090909090909091,0.6153846153846154,0.8,0.3,0.0,5
