models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9391639899653753,0.01795902691705132,4,0.056647051819220376,133.9166395664215,0.0,0.0,0.0,0.0,0.0,0
B,1.0,inf,1,0.0,162.92233419418335,0.5,0.0,0.5,0.0,0.0,2
C,0.984093440247418,0.01719693113698457,4,0.0958991053407644,109.65524911880493,0.5,0.0,0.0,0.0,0.0,1
D,1.0,inf,1,0.0,125.64750838279724,0.5,0.0,0.0,0.0,0.0,1
E,0.9231601814177159,0.1888849138995228,6,0.41527368592839037,229.79447984695435,1.0,1.0,1.0,1.0,0.0,4
