models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03690529093381027,0.8063677256012989,0.010790246515567377,8,0.7230658995951916,28.688369512557983,0.0,0.23076923076923078,0.125,0.3333333333333333,0.6363636363636364,0.0,1
NetKeys,0.022255331252240183,0.6619291554543633,0.01831421565254411,13,0.802932274389294,34.775213956832886,0.5,0.0,0.125,0.5555555555555556,0.45454545454545453,0.0,3
Prim,0.037623096797723694,0.8152140433014593,0.0005075379283818886,8,0.7254285550846953,20.227584838867188,0.75,0.23076923076923078,0.0,0.5555555555555556,0.7272727272727273,0.0,4
Kruskal,0.033306329100521274,0.7842072494831261,0.000499719580142492,9,0.7251816758372237,30.825135469436646,0.625,0.3076923076923077,0.0,0.0,0.7272727272727273,0.0,2
HMOEA,0.03169602936257907,0.7294278133358666,0.02534196243675368,11,0.8483231775457339,39.07611584663391,0.125,0.38461538461538464,0.0,0.0,0.0,0.0,0
GPrim,0.00014516805530267394,0.5368366180864349,0.04945149107034267,20,0.8845396624362221,26.045549154281616,1.0,0.5384615384615384,0.5,0.7777777777777778,1.0,0.0,5
