models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1,score
1.0.5.0.0.1,1.3375447362425538e-05,0.0031800373835156083,4,0.0,0.0,0.75,0.6666666666666666,0.5,0.6666666666666666,4
1.0.5.0.1.1,1.334379512603808e-05,0.0032386794272570153,4,0.75,0.0,0.75,0.6666666666666666,0.75,0.6666666666666666,5
1.0.5.0.2.1,9.590988154487926e-06,0.0028837485530323792,4,0.25,0.25,0.0,0.6666666666666666,0.25,0.3333333333333333,1
1.0.5.0.3.1,2.7380239853158628e-06,0.001215882339076424,3,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0
1.0.5.0.4.1,1.1806748774508454e-05,0.0028911591047706977,4,0.0,0.0,0.75,0.3333333333333333,0.0,0.6666666666666666,3
1.0.5.0.5.1,3.439800860816078e-07,0.00018976627516810072,3,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,1
