models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.6082762758740103,0.7192982404138868,0.37794430036941934,7,0.018852784094646892,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.7228416268078913,0.5263158379644188,0.00018768111330486073,10,0.02375100245558276,1.0,0.0,0.13333333333333333,0.13333333333333333,0.05,0.05,1
C,0.2179449999029594,0.2631579538231553,8.010341869000327e-05,15,0.030191991544550698,1.0,0.6,0.0,0.2,0.05,0.0,2
D,0.21794499951661392,0.2631579567565943,0.00010158484826471266,15,0.03028205437822292,1.0,0.6,0.4,0.0,0.1,0.0,3
E,4.365188643014972e-05,6.356751231521704e-06,0.0004572563489553158,20,0.06289045264698732,1.0,0.9,0.5333333333333333,0.4,0.0,0.0,4
F,4.3019232652076894e-05,6.557143749499269e-06,0.00045902881276319225,20,0.06291199813536673,1.0,0.9,0.6666666666666666,0.5333333333333333,0.45,0.0,5
