models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9663053740432972,0.004278766869666709,8,0.04516672342160899,0.0,0.0,0.0,0.0,0.0,0
B,0.943270825855717,0.008045530128796911,18,0.15524989503362413,0.875,0.0,0.0,0.0,0.0,1
C,0.9734278532246289,0.007958443959693176,8,0.06940677559080313,1.0,0.3888888888888889,0.0,0.3333333333333333,0.0,3
D,0.9633913200202532,0.012442149385157962,12,0.10668980104079678,1.0,1.0,0.25,0.0,0.0,2
E,0.763852530060419,0.002533310747872455,98,0.3842893852195986,1.0,1.0,1.0,1.0,0.0,4
