models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.051530078387229485,0.7763932624768037,0.026757979145679112,8.7,0.6433268623203363,17.969267749786376,0.0,0.26614468864468865,0.10288933288933286,0.12191308691308692,0.0,0.2
NetKeys,0.04810412004220882,0.7412683076530536,0.025194649577297622,10.0,0.7073830742030538,24.0571293592453,0.5146681096681097,0.0,0.2295027195027195,0.10825008325008326,0.005,1.3
Prim,0.04749918520455547,0.6963089744934907,0.014252400762508662,11.7,0.6535770052170997,18.0319881439209,0.6904942279942279,0.5270115995115995,0.0,0.2567865467865468,0.015000000000000003,2.1
Kruskal,0.04806419620776296,0.6731180788581644,0.010808466314827972,12.4,0.6640224547334224,20.954941630363464,0.6683189033189033,0.591007326007326,0.29554612054612056,0.0,0.02,2.3
GPrim,0.00010563664012434549,0.6426754247661315,0.11774846668448698,20.0,0.794186031482873,25.679884910583496,0.9092424242424244,0.900103785103785,0.553090243090243,0.4995854145854145,0.0,4.0
