models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.046239487723390794,0.7962339755394539,0.033553472407276866,8,0.6947621620890747,17.261677503585815,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,1
NetKeys,0.03831136335107405,0.6870695186698276,0.011205785587406819,12,0.7396441961481609,22.12342095375061,0.25,0.0,0.0,0.0,0.0,0
Prim,0.037774400319846864,0.6807131738835855,0.01574206447746937,12,0.7008739842612841,17.74758243560791,0.75,0.75,0.0,0.1,0.0,2
Kruskal,0.044100002440360775,0.7370123804648244,0.012440831849512604,10,0.6594775143446256,19.91613459587097,0.875,0.6666666666666666,0.3333333333333333,0.0,0.05,3
GPrim,0.00029607368426674336,0.5997114175993858,0.09322395561079247,20,0.8248568520830114,24.546011686325073,1.0,0.8333333333333334,0.4166666666666667,0.2,0.0,4
