models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.8614452220868851,0.02256298458139315,10,0.7468309098135943,27.356326580047607,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,1
NetKeys,0.8868527781916528,0.02179428104295534,11,0.7751386069820352,39.264352798461914,1.0,0.0,0.4166666666666667,0.07692307692307693,0.7272727272727273,0.0,2
Prim,0.8597385454197819,0.003089816816849083,12,0.7747029905355821,29.674328565597534,1.0,0.5454545454545454,0.0,0.15384615384615385,0.6363636363636364,0.0,3
Kruskal,0.8193894674624035,0.017779333146185863,13,0.8616244529386978,34.859811544418335,1.0,0.7272727272727273,0.75,0.0,0.7272727272727273,0.0,4
HMOEA,0.7483970851884812,0.018519157579714948,11,0.878919572975073,85.26661348342896,0.2,0.0,0.16666666666666666,0.23076923076923078,0.0,0.0,0
GPrim,0.5992939389088252,0.035470006669469936,38,0.929458711707334,42.75335931777954,1.0,1.0,1.0,1.0,1.0,0.0,5
