models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.03761602162626985,0.7898123138406783,0.04141039401371399,9,0.8493967956674032,39.98661422729492,0.0,0.2,0.2222222222222222,0.0,0.08333333333333333,0.05,0
Prufer,0.0323739038082799,0.7383917502779331,0.0065547616377376605,10,0.7216707242975872,26.84065079689026,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1
NetKeys,0.040124358363611466,0.7725915774040168,0.0058572810099158015,9,0.7662354789205218,35.20404887199402,0.4444444444444444,0.8,0.0,0.1111111111111111,0.16666666666666666,0.0,2
Prim,0.03253371165518928,0.7790212058173019,0.017300924545596633,9,0.7240611272564237,20.23259997367859,0.5555555555555556,0.9,0.5555555555555556,0.0,0.3333333333333333,0.0,3
Kruskal,0.025780311995417794,0.6818140422510791,0.008641150352064893,12,0.7241145085596371,30.479421615600586,0.5555555555555556,1.0,0.4444444444444444,0.4444444444444444,0.0,0.05,4
GPrim,0.00012274012401513478,0.5379975998006816,0.049277631721591275,20,0.8842165932989684,25.330260515213013,0.7777777777777778,1.0,0.7777777777777778,0.7777777777777778,0.5833333333333334,0.0,5
