models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8602325814686468,0.8157894340052371,0.00041825306841013487,5.0,0.02598474125305797,0.0,0.0,0.0,0.0,0.0,0.0
B,0.4663689628749245,0.6315790319811726,0.4409633170613233,9.0,0.04097622803064331,1.0,0.0,0.5,0.3333333333333333,0.06666666666666668,2.0
C,0.5500000504858102,0.5263159227113996,0.00043177227586157043,10.0,0.04672820728322298,1.0,0.3333333333333333,0.0,0.2222222222222222,0.0,1.0
D,0.6519202509325772,0.5789474727007901,0.00010374210436642205,9.0,0.03496067863551017,1.0,0.4444444444444444,0.7,0.0,0.06666666666666668,3.0
E,0.27838824270252505,0.2631580888422174,0.0002072770324630912,15.0,0.060556579635149536,1.0,0.8888888888888888,1.0,0.8888888888888888,0.0,4.0
