models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8883679855033156,0.019780556802945864,6.7,0.12560016440159869,0.0,0.0,0.0,0.0,0.0,0.0
B,0.8614827918718732,0.019526662570006893,10.6,0.18888023551207875,1.0,0.0,0.28006160506160505,0.2268692418692419,0.0,1.3
C,0.8435720743966689,0.013543330071817511,11.9,0.19920085228361128,1.0,0.5764074814074813,0.0,0.2769308469308469,0.0,2.0
D,0.8249330597257482,0.023982239834061014,13.6,0.25741552843175464,1.0,0.5823923298923298,0.476973026973027,0.0,0.00857142857142857,2.7
E,0.7922755739569249,0.08829255840855127,35.0,0.8197315225739917,1.0,1.0,0.9916666666666666,0.9742424242424244,0.0,4.0
