models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9591542901662878,0.010462807407562823,5,0.05153969977673564,0.0,0.0,0.0,0.0,0.0,0
B,0.9681521159913945,0.0020538972584466094,6,0.09199006291782424,1.0,0.0,0.2222222222222222,0.10526315789473684,0.0,1
C,0.9349230407212659,0.003956740679192903,9,0.07816414399793814,1.0,0.3333333333333333,0.0,0.21052631578947367,0.0,3
D,0.8733698281327092,0.0120315154987282,19,0.2102168287367625,1.0,0.3333333333333333,0.1111111111111111,0.0,0.0,2
E,0.962387045916195,0.06549781873436697,65,0.7844496661251359,1.0,1.0,1.0,1.0,0.0,4
