models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.7223027571339806,0.00791599649892205,12.6,0.9347974196653069,4283.338259935379,0.0,0.5714285714285714,0.9375806623044476,0.0,0.00714285714285714,0.0,2.0
Prufer,0.9792269405902697,0.00921322091818881,5.1,0.4352662155182213,238.22676780223847,0.07474358974358972,0.0,0.1482083623963419,0.0,0.0,0.0,0.4
NetKeys,0.9547925358954004,0.00831549679969346,21.2,0.6165958808608571,1184.0608460903168,0.029999999999999992,0.3269047619047619,0.0,0.0,0.0,0.0,0.6
Prim,0.9784001805579952,0.007118013061841859,7.5,0.5488695494577615,189.2120442390442,0.35342657342657335,1.0,0.5819768769167746,0.0,0.24246031746031743,0.0,3.3
Kruskal,0.9831906591813795,0.005581945386881323,7.3,0.5523892381713367,348.84908413887024,0.3527855477855478,1.0,0.6124257758439343,0.4500974025974026,0.0,0.0,3.7
GPrim,0.7938662000675827,0.0017962312634949734,85.6,0.707280378965536,286.58314456939695,0.593006993006993,1.0,1.0,1.0,1.0,0.0,5.0
