models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1,score
1.0.4.0.0.1,0.44444444465860766,0.4216285999041641,10,0.0,0.375,0.375,0.4,0.6,0.6363636363636364,2
1.0.4.0.1.1,0.4081632610195073,0.35356205459897266,8,0.4,0.0,0.5,0.3,0.7,0.6363636363636364,4
1.0.4.0.2.1,0.4897959170158713,0.353545840519765,8,0.5,0.125,0.0,0.6,0.7,0.7272727272727273,4
1.0.4.0.3.1,0.34567901106391496,9.435170315508332e-05,10,0.8,0.375,0.375,0.0,0.4,0.6363636363636364,3
1.0.4.0.4.1,0.4444444483577416,0.31633364042679585,10,0.3,0.375,0.125,0.5,0.0,0.5454545454545454,2
1.0.4.0.5.1,0.8399999966035832,0.6029984261006893,11,0.3,0.375,0.125,0.3,0.5,0.0,0
