models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9103407873208,0.013008870542315774,6,0.4896520136202496,26.029505968093872,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.8629116896148105,0.009621947388633883,11,0.6575483218605941,40.65332007408142,0.8333333333333334,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,1
Prim,0.8495703391744194,0.01415942590593908,13,0.6136399761836242,27.929919958114624,1.0,0.5454545454545454,0.0,0.25,0.38461538461538464,0.0,4
Kruskal,0.9250549560354056,0.003474589059542654,8,0.6132111946931297,34.99472427368164,1.0,0.8181818181818182,0.23076923076923078,0.0,0.38461538461538464,0.02857142857142857,3
HMOEA,0.8595228060104282,0.02751695045014893,13,0.8401979400505463,95.67448782920837,0.6666666666666666,0.36363636363636365,0.0,0.0,0.0,0.0,2
GPrim,0.5412035785615086,0.007237426452627538,35,0.8730784104080715,41.80096793174744,1.0,1.0,1.0,0.875,1.0,0.0,5
