models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1,score
1.0.4.0.0.1,8.349054844306432e-09,7.951010276300243e-05,8,0.0,0.4,0.6153846153846154,0.0,0.4444444444444444,0.5555555555555556,4
1.0.4.0.1.1,0.3456790006869111,0.00017156371629263278,10,0.25,0.0,0.46153846153846156,0.14285714285714285,0.4444444444444444,0.1111111111111111,2
1.0.4.0.2.1,1.842350107657727e-08,0.00011420227588666325,13,0.25,0.4,0.0,0.14285714285714285,0.4444444444444444,0.4444444444444444,0
1.0.4.0.3.1,0.27777777852398794,7.749490003525718e-05,7,0.75,0.6,0.6153846153846154,0.0,0.6666666666666666,0.5555555555555556,5
1.0.4.0.4.1,0.5624999888308491,0.6666344075279027,9,0.375,0.4,0.46153846153846156,0.14285714285714285,0.0,0.4444444444444444,1
1.0.4.0.5.1,0.2187499961943502,8.341327854149623e-05,9,0.25,0.7,0.5384615384615384,0.0,0.4444444444444444,0.0,2
