models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9638347953794166,0.0,2,0.6944047189872988,36.3316855430603,0.0,0.0,0.0,0.0,0.25,0.0,0
NetKeys,1.0,inf,1,0.7417763660904765,56.74433350563049,1.0,0.0,0.6666666666666666,0.5,0.5,0.0,4
Prim,0.9701501754177073,0.07050147613338621,3,0.7553941961017404,40.7191641330719,0.5,0.0,0.0,0.0,0.5,0.0,2
Kruskal,0.9840290210159468,0.0,2,0.7586392520722877,45.195412397384644,0.5,0.0,1.0,0.0,0.75,0.0,3
HMOEA,0.8632958356673872,0.023678930836619587,4,0.790871283663606,110.44686365127563,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1
GPrim,0.941287899553914,0.09506135407564532,4,0.8418782863729488,75.21297407150269,1.0,1.0,1.0,1.0,1.0,0.0,5
