models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7632168870784404,0.8421052636720967,0.8944701458780604,5,0.013580645088780478,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.8514693228204863,0.5789474112393395,0.0002001668172004898,9,0.02211706592694981,0.8,0.0,0.4444444444444444,0.09090909090909091,0.15,0.1,2
C,0.7382411608474787,0.5789474011074809,9.632848088775422e-05,9,0.0191357713148671,0.8,0.3333333333333333,0.0,0.18181818181818182,0.1,0.05,1
D,0.6020797365174639,0.47368426598156843,0.00012810133236533093,11,0.024271914121705478,1.0,0.6666666666666666,0.6666666666666666,0.0,0.15,0.15,3
E,6.635109947862312e-05,6.356934832819348e-06,0.00045913303429482563,20,0.06294112392879221,1.0,0.5555555555555556,0.5555555555555556,0.5454545454545454,0.0,0.1,4
F,6.629578195176053e-05,6.39995700545166e-06,0.00045887307972582555,20,0.06293687590899989,1.0,0.6666666666666666,0.5555555555555556,0.5454545454545454,0.2,0.0,5
