models,delta,spacing,nds,c_1.0.2.0.4.0,c_1.0.2.0.4.1,c_1.0.2.0.4.2,c_1.0.2.0.4.3,c_1.0.2.0.4.4,c_1.0.2.0.4.5,c_1.0.2.0.4.6,c_1.0.2.0.4.7
1.0.2.0.4.0,4.927748875616089e-09,5.689505353072214e-05,3,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0
1.0.2.0.4.1,5.295774731332396e-07,0.0006089246333073993,4,1.0,0.0,1.0,0.75,1.0,0.6,1.0,1.0
1.0.2.0.4.2,1.422126529371237e-06,0.0011175932473230041,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1.0.2.0.4.3,3.1391462902430334e-06,0.001710585295847137,4,0.0,0.0,0.6,0.0,0.5,0.0,1.0,1.0
1.0.2.0.4.4,0.0,0.0,2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.5,2.3218063799346211e-07,0.0004721071120998182,5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
1.0.2.0.4.6,0.0,0.0,2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.7,0.0,0.0,2,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0
