models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9530750628225955,0.007311597093412386,11,0.5577168528069034,653.9600114822388,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9803800495099946,0.010740347021883303,10,0.6900823701791823,1518.0720829963684,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1
Prim,0.99390989760604,0.03177704387677624,3,0.60891324738664,299.9918794631958,1.0,0.4,0.0,0.6666666666666666,0.16666666666666666,0.0,4
Kruskal,0.993631574247485,0.05426503572630317,3,0.6892653497967202,463.0759253501892,0.8181818181818182,0.8,0.0,0.0,0.16666666666666666,0.0,3
HMOEA,0.8971156153442007,0.040377152716574355,6,0.9149205444724515,4447.55520772934,0.5454545454545454,0.5,0.0,0.0,0.0,0.0,2
GPrim,0.9571607162726061,0.003139615411440926,16,0.8101882163728381,480.6144585609436,1.0,1.0,1.0,1.0,0.5,0.0,5
