models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9014787156314698,0.0,2,0.06763527556164087,126.55299425125122,0.0,0.5,0.0,0.0,0.0,1
B,0.8581429691436788,0.0,2,0.09256823289173596,155.07076001167297,0.0,0.0,0.0,0.0,0.0,0
C,0.945641904078561,0.004522983776551084,6,0.07751992325267856,102.72728323936462,1.0,1.0,0.0,0.5,0.0,3
D,0.9102338036414173,0.0,2,0.05703640499483329,122.1573076248169,0.5,0.5,0.16666666666666666,0.0,0.0,2
E,0.9065806623329372,0.18318224300071825,6,0.42468290510089457,221.34847950935364,1.0,1.0,1.0,1.0,0.0,4
