models,delta,spacing,nds,c_1.0.5.0.4.0,c_1.0.5.0.4.1,c_1.0.5.0.4.2,c_1.0.5.0.4.3,c_1.0.5.0.4.4,c_1.0.5.0.4.5,c_1.0.5.0.4.6,c_1.0.5.0.4.7,score
1.0.5.0.4.0,0.32000000250627225,0.32586684076839556,26,0.0,0.21875,0.3103448275862069,0.1875,0.1,0.12121212121212122,0.12903225806451613,0.03125,3
1.0.5.0.4.1,0.17481788613756424,0.1767545819732413,32,0.19230769230769232,0.0,0.2413793103448276,0.09375,0.16666666666666666,0.12121212121212122,0.03225806451612903,0.0,0
1.0.5.0.4.2,0.19897960223973307,0.1858388767509044,29,0.15384615384615385,0.25,0.0,0.1875,0.2,0.12121212121212122,0.0967741935483871,0.0625,1
1.0.5.0.4.3,0.17481784418219096,0.1767399582235663,32,0.15384615384615385,0.40625,0.41379310344827586,0.0,0.3333333333333333,0.24242424242424243,0.16129032258064516,0.09375,2
1.0.5.0.4.4,0.06658737408539463,0.0007570656286672002,30,0.3076923076923077,0.375,0.41379310344827586,0.34375,0.0,0.30303030303030304,0.0967741935483871,0.125,4
1.0.5.0.4.5,0.11718746535782464,0.0007091928807706511,33,0.34615384615384615,0.4375,0.4827586206896552,0.40625,0.4,0.0,0.25806451612903225,0.09375,5
1.0.5.0.4.6,0.18666662631264266,0.0007400894751858527,31,0.3076923076923077,0.4375,0.3448275862068966,0.40625,0.5,0.36363636363636365,0.0,0.15625,6
1.0.5.0.4.7,0.12070755862400841,0.0007265989356724959,32,0.46153846153846156,0.5625,0.5517241379310345,0.46875,0.5666666666666667,0.45454545454545453,0.3870967741935484,0.0,7
