models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9059829083879499,1.4141243147510116,4,0.028752942990305445,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.8091168200758015,0.6324374057298148,10,0.056421092001402405,1.0,0.0,0.38461538461538464,0.16666666666666666,0.0,0.0,2
C,0.7136752314505775,0.27734121795865224,13,0.05513400400183043,1.0,0.2,0.0,0.16666666666666666,0.0,0.0,1
D,0.7389277686151462,0.0001490155559149174,12,0.06741508339158522,1.0,0.5,0.38461538461538464,0.0,0.0,0.0,3
E,0.4615386052100862,0.00038063829624221233,22,0.1427171683467091,1.0,1.0,1.0,1.0,0.0,0.5454545454545454,5
F,0.46153891413342785,0.0008626022753112013,22,0.20645866357464432,1.0,1.0,1.0,1.0,0.2727272727272727,0.0,4
