models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8366600365768428,0.7368421168927349,7.589605372666639e-05,6,0.010403314429329591,0.0,0.0,0.0,0.0,0.0,0
B,0.7228416200092048,0.5263158472517624,0.00031307188822847975,10,0.027027998517632684,1.0,0.0,0.25,0.45454545454545453,0.0,2
C,0.33541021340626276,0.4641148581265288,0.2886643033245102,12,0.026352706922483406,1.0,0.4,0.0,0.36363636363636365,0.0,2
D,0.4924428984545818,0.5157895072779763,0.3014772830118658,11,0.02710401740083474,1.0,0.4,0.4166666666666667,0.0,0.0,2
E,7.2520302450735e-05,6.147941665529563e-06,0.00045798003865661174,20,0.06291666659635363,1.0,0.9,0.75,0.9090909090909091,0.0,4
