models,delta,spacing,onvg,hypervolume,c_1.6.1.0.0.1_0.5,c_1.6.1.0.1.1_0.6,c_1.6.1.0.2.1_0.7,c_1.6.1.0.3.1_0.8,c_1.6.1.0.4.1_0.9,c_1.6.1.0.5.1_1.0,score
1.6.1.0.0.1_0.5,0.8038174915412444,0.22681616790023376,9.1,0.04963105713523318,0.0,0.49772727272727274,0.4491089466089466,0.37989898989898985,0.28624292374292376,0.3583216783216783,2.4
1.6.1.0.1.1_0.6,0.782797216402815,0.07111324192581694,10.2,0.05083632512511488,0.33341269841269844,0.0,0.3418470418470418,0.2721969696969697,0.2987465312465312,0.365495337995338,1.8
1.6.1.0.2.1_0.7,0.7906911329935339,0.2543377168055669,10.1,0.051632401451681485,0.37023809523809526,0.4054040404040403,0.0,0.2846212121212121,0.36962315462315465,0.40384032634032635,1.9
1.6.1.0.3.1_0.8,0.8175519069535426,0.20269806542576346,9.1,0.046890459069868995,0.484484126984127,0.5592929292929293,0.42167027417027414,0.0,0.370984570984571,0.4010431235431236,2.9
1.6.1.0.4.1_0.9,0.7883850076661358,0.613834565433669,10.6,0.059692198589353276,0.4707539682539682,0.48303030303030303,0.4474170274170275,0.3800252525252525,0.0,0.4587937062937062,2.9
1.6.1.0.5.1_1.0,0.7782129141269687,0.30505490814896513,11.0,0.06468759736945325,0.46686507936507937,0.5105555555555557,0.5069516594516594,0.4149747474747475,0.409097569097569,0.0,2.8
