models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9321885532790585,0.9490220286349025,6.4,0.1350264874292733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9196871203253838,0.6286822570926941,9.6,0.1977673775804329,1.0,0.0,0.41666666666666663,0.2784944261105252,0.0,0.0,2.2
C,0.9179030608166265,0.3908097455946393,9.4,0.15809517178440857,1.0,0.23099206349206353,0.0,0.24400458158972088,0.0,0.0,1.9
D,0.8637556250495464,0.9937185077363738,16.3,0.3685796423484625,0.9888888888888889,0.3000396825396825,0.22611111111111115,0.0,0.0,0.0,1.9
E,0.5081580984039146,0.2360664032975664,57.2,1.5755205084853712,1.0,1.0,1.0,1.0,0.0,0.23042559598068277,4.0
F,0.3983194585592019,0.16376053507981658,64.5,1.571741123564753,1.0,1.0,1.0,1.0,0.6680933465739822,0.0,5.0
