models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6103277934218688,0.7684210592631063,0.8367527416535683,6,0.02008771806807575,0.0,0.0,0.0,0.0,0.0,0
B,0.7382411594445721,0.5789473981704366,0.00013744981913357726,9,0.02037816394130592,1.0,0.0,0.3333333333333333,0.0,0.0,1
C,0.46636896439546993,0.6315789605981835,0.0001437005528958728,9,0.02288025400047883,1.0,0.4444444444444444,0.0,0.18181818181818182,0.0,2
D,0.5958187703452603,0.5368439859064873,0.40436840353508624,11,0.04907783683181402,1.0,0.8888888888888888,0.4444444444444444,0.0,0.0,3
E,7.213862353522308e-05,6.517902730330394e-06,0.0004573110271871204,20,0.06286477113008905,1.0,1.0,0.5555555555555556,0.9090909090909091,0.0,4
