models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1
1.0.4.0.0.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0
1.0.4.0.1.1,inf,inf,1,0.5,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333
1.0.4.0.2.1,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0
1.0.4.0.3.1,inf,inf,1,1.0,0.0,0.0,0.0,0.0,1.0
1.0.4.0.4.1,3.995606991935574e-06,0.002226549392941387,3,1.0,0.0,0.5,0.0,0.0,1.0
1.0.4.0.5.1,1.499999998979749,1.7320506703178056,3,0.0,0.0,0.0,0.0,0.0,0.0
