models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.949390986648882,0.009121052696329856,11,0.7430623824423758,58.0450701713562,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,1
NetKeys,0.9482060200011332,0.028960040890048774,10,0.8135252867076372,113.25955486297607,0.9090909090909091,0.0,0.5,0.1875,0.6666666666666666,0.0,3
Prim,0.9421839061734935,0.009489553015840788,10,0.755968730634713,71.3566153049469,1.0,0.3,0.0,0.0,0.5555555555555556,0.0,2
Kruskal,0.9353095346311902,0.014857547730096508,16,0.9141930277413944,81.56759762763977,0.9090909090909091,0.3,0.4,0.0,0.8888888888888888,0.0,4
HMOEA,0.8054791777186755,0.01950600082968678,9,0.9074726343248107,295.8497679233551,0.18181818181818182,0.1,0.1,0.0625,0.0,0.0,0
GPrim,0.7681123330132672,0.027303821624226836,72,0.966452090685883,98.31368160247803,1.0,1.0,1.0,1.0,1.0,0.0,5
