models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9417316022429258,0.9455746192382438,6.1,0.12933646642644525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9207631919403655,0.7857275317840212,10.5,0.22058176099593152,1.0,0.0,0.3625937950937951,0.17235982112143106,0.0,0.0,1.8
C,0.9142361607167759,0.8159685355485559,9.5,0.20726946534581198,1.0,0.2596853146853147,0.0,0.19234315048556533,0.0,0.0,2.1
D,0.8619792473081718,0.6446061173908249,16.7,0.40065602861350397,0.9833333333333332,0.45392579642579645,0.23906565656565654,0.0,0.0,0.0,2.1
E,0.4851611544659139,0.3078578345089669,61.1,1.4648725818945079,1.0,1.0,1.0,1.0,0.0,0.27633805411800627,4.1
F,0.3220652366002785,0.11414264545139954,72.7,1.6589948975068523,1.0,1.0,1.0,1.0,0.5908519925961528,0.0,4.9
