models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8884854775742769,0.02855958207798296,5.4,0.8654121621087303,322.8707479000092,0.0,0.1814285714285714,0.025,0.01666666666666666,0.0,0.0,0.3
Prufer,0.969442705647124,0.013074257004752168,5.7,0.6994077771295637,142.33089632987975,0.20309523809523808,0.0,0.0,0.0,0.0,0.0,0.6
NetKeys,0.9847712893228293,inf,2.9,0.7971303635347762,153.99184396266938,0.5235714285714286,1.0,0.0,0.47404761904761905,0.21666666666666665,0.0,2.9
Prim,0.9740852601731497,0.009884278798288449,4.2,0.7515421007019256,116.41751546859741,0.35238095238095235,1.0,0.2,0.0,0.0,0.0,2.2
Kruskal,0.9863016907210971,inf,2.3,0.8323816843006646,123.63719546794891,0.6728571428571428,0.877142857142857,0.29166666666666663,0.2552380952380952,0.0,0.0,3.0
GPrim,0.9964094214852601,0.06403344885334286,14.9,0.9477871635222984,213.22998616695403,1.0,1.0,1.0,1.0,1.0,0.0,5.0
