models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9658191465530582,0.005170160825962653,9,0.5176060791682346,600.7170970439911,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9607286621382171,0.005682587497160246,11,0.6097452146550117,1504.7009093761444,1.0,0.0,1.0,1.0,0.0,3
Prim,0.9916097459402387,0.019149145060291993,8,0.5445220426877173,300.4252450466156,1.0,0.0,0.0,0.6,0.0,2
Kruskal,0.993087213872378,0.007352375985392442,5,0.5526165452271432,480.1820435523987,0.6666666666666666,0.0,0.0,0.0,0.0,1
GPrim,0.9258488068292332,0.0039833025116264515,26,0.8149422672623828,781.6764724254608,1.0,1.0,1.0,1.0,0.0,4
