models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5128206598680196,0.0005856155664340125,20,0.15890163651941677,0.0,0.9230769230769231,0.6111111111111112,0.45,3
"1.6.9.0.4.1_(0.8, 0.2)",0.7136752381055803,8.499986424776545e-05,13,0.06051465738409527,0.0,0.0,0.2777777777777778,0.1,0
"1.6.9.0.4.2_(0.8, 0.1)",0.5867268927828023,0.0007893155191659414,18,0.17013097225858348,0.3,0.46153846153846156,0.0,0.3,1
"1.6.9.0.4.3_(0.7, 0.2)",0.5128213381442968,0.0009112057228844666,20,0.19892263429707369,0.4,0.8461538461538461,0.7222222222222222,0.0,2
